name_customer,cust_number,invoice_creation_date,invoice_due_date,clear_date,total_open_amount
SYSCO  foundation,200764795,2019-02-20,2019-02-20,2019-02-20,2214.45
BROOKS associates,200743129,2019-02-12,2019-02-12,2019-02-12,49832.59
ASSOCIAT llc,200772670,2019-02-12,2019-02-12,,1957.44
RA systems,200704045,2019-02-12,2019-02-12,,92270.98
SA associates,200759878,2019-02-15,2019-02-15,2019-02-15,2636.79
DECA co,200230690,2019-03-18,2019-03-18,2019-03-18,41.4
SYSC us,140105686,2019-03-18,2019-03-18,,755.1
WAL-M associates,140106408,2019-06-06,2019-06-06,2019-06-06,37442.96
GROC corp,100036066,2019-04-26,2019-04-26,2019-04-26,11064.0
SA associates,200729942,2019-12-04,2019-12-04,2019-12-04,43322.18
OLLIE corporation,200076137,2019-05-10,2019-05-10,2019-05-10,26400.2
BOZZU corporation,200779906,2019-06-03,2019-06-03,2019-06-03,118758.16
WAL-M in,140106408,2019-06-03,2019-06-03,,63111.52
WAL-MAR associates,200769623,2019-08-01,2019-08-01,2019-08-01,11783.87
MCL in,200799367,2019-08-01,2019-08-01,,369.46
WAL-MAR us,200769623,2019-07-30,2019-07-30,2019-07-30,2162.6
WAL-MAR in,200769623,2019-01-24,2019-01-24,2019-01-24,55015.63
ALBERT ,200881076,2020-04-20,2020-04-20,2020-04-20,6452.68
HAR co,200762950,2019-05-24,2019-05-24,2019-05-24,43011.28
PUBLI associates,200707822,2019-08-26,2019-08-26,2019-08-26,155602.59
DOLLA corp,200148860,2019-01-14,2019-01-14,2019-01-14,17507.51
DEC llc,200416837,2019-09-24,2019-09-24,2019-09-24,7705.04
COSTCO associates,140104429,2019-09-24,2019-09-24,,13208.3
WAL-MAR co,200769623,2019-09-24,2019-09-24,,30330.47
SUPE ,200936373,2019-11-05,2019-11-05,2019-11-05,88126.88
MTC  trust,200212854,2019-06-06,2019-06-06,2019-06-06,14157.61
MEIJ in,200780383,2019-08-27,2019-08-27,2019-08-27,167980.46
GREE corporation,100000051,2019-01-31,2019-01-31,2019-01-31,29408.2
COAS us,200337148,2019-06-14,2019-06-14,2019-06-14,4560.53
PERISH systems,200526831,2019-10-31,2019-10-31,2019-10-31,100034.12
WAL-MAR corp,200769623,2019-06-17,2019-06-17,2019-06-17,74948.17
DEC corporation,200803720,2019-12-30,2019-12-30,2019-12-30,2036.84
SUPE in,200793568,2019-09-11,2019-09-11,2019-09-11,8261.83
BOZZU co,200779906,2019-09-11,2019-09-11,,5.38
US  ,200778355,2020-02-14,2020-02-14,2020-02-14,50847.36
DOT in,200705742,2019-05-28,2019-05-28,2019-05-28,21318.92
DECA foundation,200230690,2019-05-16,2019-05-16,2019-05-16,2219.32
WAL-MAR us,200769623,2019-10-17,2019-10-17,2019-10-17,14694.68
PERISH trust,200526831,2019-07-09,2019-07-09,2019-07-09,78773.64
WAL-MAR co,200769623,2019-03-22,2019-03-22,2019-03-22,246.77
DECA ,200230690,2019-02-15,2019-02-15,2019-02-15,3445.36
KRAS associates,200770677,2019-02-15,2019-02-15,,5412.48
H T H corp,200078795,2019-02-15,2019-02-15,,222.05
WAL-MAR systems,200769623,2019-02-15,2019-02-15,,35.56
ASSOC G llc,200782772,2019-10-22,2019-10-22,2019-10-22,87824.0
WAL-MAR systems,200769623,2019-04-23,2019-04-23,2019-04-23,10793.91
WAL-MAR us,200769623,2019-05-08,2019-05-08,2019-05-08,15060.74
KROGER corporation,200793513,2020-01-23,2020-01-23,2020-01-23,19208.47
RA systems,200704045,2020-01-23,2020-01-23,,39869.37
COST corporation,200794332,2019-01-30,2019-01-30,2019-01-30,20964.98
WAL-MAR us,200769623,2019-11-19,2019-11-19,2019-11-19,17260.82
KING S llc,200707005,2019-03-05,2019-03-05,2019-03-05,93560.68
SYSCO  systems,200764795,2019-04-29,2019-04-29,2019-04-29,32315.45
BJ'S  systems,200726979,2019-07-26,2019-07-26,2019-07-26,153.14
PUBLI foundation,200707822,2020-02-26,2020-02-26,2020-02-26,114052.52
BARGAIN  systems,200290370,2019-07-25,2019-07-25,2019-07-25,2059.9
WAL-MAR co,200769623,2019-12-20,2019-12-20,2019-12-20,11477.6
KROGER in,200729290,2019-03-25,2019-03-25,2019-03-25,40373.0
WAL-MAR systems,200769623,2019-03-12,2019-03-12,2019-03-12,31990.58
BI systems,100015557,2019-09-30,2019-09-30,2019-09-30,27268.81
SAPUTO  associates,140105678,2019-02-21,2019-02-21,2019-02-21,11357.05
SPAR corp,200712187,2019-10-25,2019-10-25,2019-10-25,54890.68
WAL-MAR trust,200769623,2019-06-04,2019-06-04,2019-06-04,495.68
DELHAIZE trust,100031704,2019-03-20,2019-03-20,2019-03-20,90039.82
SO co,140104440,2019-05-01,2019-05-01,2019-05-01,13001.53
SUPER  corporation,200749225,2019-12-09,2019-12-09,2019-12-09,100023.15
WINC associates,200706844,2019-04-01,2019-04-01,2019-04-01,54891.48
GORDO associates,200782001,2019-08-01,2019-08-01,2019-08-01,34.95
WAL-MAR ,200769623,2020-03-09,2020-03-09,2020-03-09,50372.7
WAL-MAR corp,200769623,2020-03-09,2020-03-09,,16537.69
WAL-MAR trust,200769623,2020-03-03,2020-03-03,2020-03-03,908.54
WAL-MAR systems,200769623,2020-03-03,2020-03-03,,8030.45
QUI us,200742791,2019-07-10,2019-07-10,2019-07-10,78016.05
UNIFIE associates,200792293,2019-11-05,2019-11-05,2019-11-05,434.96
SA corp,200759878,2019-11-05,2019-11-05,,40233.82
Y H systems,200403651,2019-12-16,2019-12-16,2019-12-16,6036.45
MAINES foundation,200763229,2019-05-08,2019-05-08,2019-05-08,21739.28
ALBERT associates,200920735,2019-09-25,2019-09-25,2019-09-25,676.96
WAL-MAR corp,200769623,2019-11-04,2019-11-04,2019-11-04,19859.22
KROGER corp,200793513,2019-03-18,2019-03-18,2019-03-18,76480.98
WAL-MAR us,200769623,2019-03-05,2019-03-05,2019-03-05,3315.46
WAL-MAR trust,200769623,2019-04-23,2019-04-23,2019-04-23,39292.05
KRAFT F ,CCU013,2019-11-01,2019-11-01,2019-11-01,16372.86
COST associates,200794332,2019-11-01,2019-11-01,,2976.38
SYSCO  corporation,200714710,2019-06-03,2019-06-03,2019-06-03,5095.27
AFFILI co,200779051,2019-10-30,2019-10-30,2019-10-30,17603.29
H E BUT llc,200761734,2019-10-30,2019-10-30,,12877.49
NASH  in,200777735,2019-06-25,2019-06-25,2019-06-25,79447.76
ASSOCIAT corporation,200772670,2019-06-25,2019-06-25,,142275.14
WAL-MAR in,200769623,2019-06-25,2019-06-25,,4975.79
SYSCO F systems,200718130,2019-09-16,2019-09-16,2019-09-16,517.95
WAL-MAR corporation,200769623,2019-02-15,2019-02-15,2019-02-15,17813.13
BLOU ,200727278,2019-04-05,2019-04-05,2019-04-05,64354.5
BJ'S  us,200726979,2020-02-03,2020-02-03,2020-02-03,35.73
WAL-MAR corp,200769623,2020-02-03,2020-02-03,,64759.81
WAL-MAR us,200769623,2020-02-05,2020-02-05,2020-02-05,15452.65
H Y LO foundation,140104223,2019-11-18,2019-11-18,2019-11-18,8736.17
WAL-MAR llc,200769623,2019-03-26,2019-03-26,2019-03-26,40184.36
SAFEW llc,200772595,2019-10-30,2019-10-30,2019-10-30,70274.9
WAKE foundation,200704858,2019-10-30,2019-10-30,,28366.02
SYSCO F ,200718130,2019-06-07,2019-06-07,2019-06-07,824.92
DOLLAR associates,100001196,2019-04-08,2019-04-08,2019-04-08,13296.57
KRFT FDS corp,CCU002,2020-03-27,2020-03-27,2020-03-27,10935.76
REDNE llc,200721530,2019-05-03,2019-05-03,2019-05-03,24733.3
C&S WH co,200762301,2019-10-08,2019-10-08,2019-10-08,96049.94
MDV/ llc,200792734,2020-03-04,2020-03-04,2020-03-04,137959.88
SA llc,200759878,2020-02-03,2020-02-03,2020-02-03,27715.56
WAL-MAR in,200769623,2019-03-15,2019-03-15,2019-03-15,805.14
PUBLI ,200707822,2019-03-15,2019-03-15,,4953.34
BROOKS trust,200743129,2019-03-15,2019-03-15,,45951.01
DARDEN D systems,200229974,2019-03-15,2019-03-15,,2384.54
TARG us,200744019,2019-03-15,2019-03-15,,32520.67
WAL-MAR in,200769623,2019-02-11,2019-02-11,2019-02-11,10477.91
SYSCO FO systems,200780825,2020-03-09,2020-03-09,2020-03-09,32126.78
DEC llc,200803720,2019-04-29,2019-04-29,2019-04-29,3741.3
KRAFT F associates,CCU013,2019-05-31,2019-05-31,2019-05-31,12542.29
WAL-MAR us,200769623,2019-11-04,2019-11-04,2019-11-04,7994.2
UNITE associates,200696090,2019-10-03,2019-10-03,2019-10-03,3392.64
CALD corporation,100053926,2019-05-22,2019-05-22,2019-05-22,19420.8
WAL-MAR trust,200769623,2019-08-26,2019-08-26,2019-08-26,47870.83
SYSCO  corp,200714710,2019-09-13,2019-09-13,2019-09-13,21775.55
ALBERT in,200920735,2019-07-12,2019-07-12,2019-07-12,79145.55
LOB trust,140104409,2019-04-26,2019-04-26,2019-04-26,273627.24
RESTA corp,200974851,2019-11-13,2019-11-13,2019-11-13,1973.57
COLABOR  foundation,140104340,2019-10-24,2019-10-24,2019-10-24,77917.95
DOLLAR llc,100001196,2019-08-21,2019-08-21,2019-08-21,13807.91
MONOGR corp,100033394,2019-06-03,2019-06-03,2019-06-03,55960.0
MCLANE in,200126819,2020-02-24,2020-02-24,2020-02-24,11747.7
C&S WH us,200762301,2019-02-14,2019-02-14,2019-02-14,24657.07
TARG foundation,200744019,2019-02-19,2019-02-19,2019-02-19,69634.9
KROGER ,200752302,2019-09-13,2019-09-13,2019-09-13,81328.9
GAD  in,100014187,2019-11-20,2019-11-20,2019-11-20,82354.33
WAL-MAR corp,200769623,2019-10-15,2019-10-15,2019-10-15,1898.2
AMAZO associates,100030194,2019-05-31,2019-05-31,2019-05-31,131.5
BOZZU llc,200779906,2020-02-03,2020-02-03,2020-02-03,21652.02
GROC llc,100036066,2019-06-05,2019-06-05,2019-06-05,3371.2
KING S foundation,200707005,2019-05-16,2019-05-16,2019-05-16,34283.92
TARG llc,200744019,2020-02-28,2020-02-28,2020-02-28,4575.13
WAL-MAR in,200769623,2020-02-18,2020-02-18,2020-02-18,62365.29
DOT co,200705742,2019-10-04,2019-10-04,2019-10-04,13705.39
BJ'S  corporation,200726979,2019-10-04,2019-10-04,2019-10-04,430.84
MEIJ co,200780383,2019-06-10,2019-06-10,2019-06-10,114838.38
WAL-MAR trust,200769623,2019-12-12,2019-12-12,2019-12-12,34409.88
LOB us,140104409,2020-02-21,2020-02-21,2020-02-21,210222.42
SYSCO  corp,200714710,2019-05-09,2019-05-09,2019-05-09,7964.37
WAL-MAR us,200769623,2020-02-19,2020-02-19,2020-02-19,53991.66
TARG associates,200744019,2019-02-12,2019-02-12,2019-02-12,10229.05
WAL-MAR trust,200769623,2019-06-25,2019-06-25,2019-06-25,65348.73
SUPE corporation,200793568,2019-08-01,2019-08-01,2019-08-01,59799.72
METRO  ,140104423,2020-01-29,2020-01-29,2020-01-29,58896.74
TARG associates,200744019,2019-07-02,2019-07-02,2019-07-02,6813.05
MARTI ,200726025,2019-03-19,2019-03-19,2019-03-19,24662.34
INTERR llc,200580232,2019-08-19,2019-08-19,2019-08-19,42077.35
ALBERT trust,200920735,2020-03-06,2020-03-06,2020-03-06,65588.19
ALBERT corporation,200881076,2019-05-06,2019-05-06,2019-05-06,123573.56
SUPE foundation,200936373,2019-12-12,2019-12-12,2019-12-12,3008.08
WAL-MAR trust,200769623,2019-06-27,2019-06-27,2019-06-27,6532.6
WAL-MAR corp,200769623,2019-06-07,2019-06-07,2019-06-07,37077.27
WAL-MAR trust,200769623,2019-05-08,2019-05-08,2019-05-08,662.82
KROG trust,200749782,2019-02-04,2019-02-04,2019-02-04,75373.04
DECA llc,200230690,2020-02-14,2020-02-14,2020-02-14,515.82
KROGER corp,200752302,2019-07-29,2019-07-29,2019-07-29,54514.68
WAL-MAR associates,200769623,2019-07-16,2019-07-16,2019-07-16,4852.98
SYSCO F corp,200763814,2019-08-20,2019-08-20,2019-08-20,21708.83
DEC corp,200416837,2019-08-26,2019-08-26,2019-08-26,17368.56
WAL-MAR corp,200769623,2020-01-21,2020-01-21,2020-01-21,1898.2
WAL-MAR ,200769623,2020-03-09,2020-03-09,2020-03-09,3471.68
TARG systems,200744019,2019-10-25,2019-10-25,2019-10-25,102072.01
WAL-MAR corporation,200769623,2019-10-11,2019-10-11,2019-10-11,55405.39
C&S WH foundation,200762301,2019-10-11,2019-10-11,,2796.9
ASSOCIAT trust,200772670,2019-10-11,2019-10-11,,68196.69
WAL-MAR corporation,200769623,2019-01-11,2019-01-11,2019-01-11,174.58
AR us,200387798,2019-02-01,2019-02-01,2019-02-01,7922.88
ALBER corporation,200750051,2019-05-13,2019-05-13,2019-05-13,84614.95
TARG associates,200744019,2019-12-26,2019-12-26,2019-12-26,7724.71
KROGER co,200793513,2019-12-06,2019-12-06,2019-12-06,118620.37
WAL-MAR foundation,200769623,2020-02-18,2020-02-18,2020-02-18,48002.56
TARG ,200744019,2019-05-30,2019-05-30,2019-05-30,1166.74
M B  us,200741174,2019-07-23,2019-07-23,2019-07-23,4257.4
TARG foundation,200744019,2019-07-23,2019-07-23,,70342.84
WAL-MAR corporation,200769623,2019-07-23,2019-07-23,,53326.6
MARC llc,200768357,2019-07-03,2019-07-03,2019-07-03,19863.29
TARG us,200744019,2019-05-01,2019-05-01,2019-05-01,13311.76
JET corp,200152991,2019-03-15,2019-03-15,2019-03-15,10396.93
DECA associates,200353024,2019-06-11,2019-06-11,2019-06-11,718.16
WAL-MAR corp,200769623,2019-08-19,2019-08-19,2019-08-19,7755.66
FEDER trust,140104240,2019-12-30,2019-12-30,2019-12-30,174769.75
DELHAIZE ,100031704,2019-03-28,2019-03-28,2019-03-28,57961.61
SYSCO F trust,200736337,2019-09-11,2019-09-11,2019-09-11,27750.95
CASEY systems,200900212,2019-09-11,2019-09-11,,47580.25
WAL-MAR corporation,200769623,2019-04-23,2019-04-23,2019-04-23,54532.74
C&S WH us,200762301,2019-07-03,2019-07-03,2019-07-03,38790.38
SYSCO F ,200718130,2019-08-14,2019-08-14,2019-08-14,18089.02
SUPE corp,200793568,2019-08-14,2019-08-14,,118594.94
DOLLAR in,100001196,2019-11-12,2019-11-12,2019-11-12,18127.2
KROGER corp,200729290,2019-11-12,2019-11-12,,16943.11
WAL-MAR us,200769623,2020-03-06,2020-03-06,2020-03-06,6663.73
COST foundation,200794332,2019-12-06,2019-12-06,2019-12-06,41844.79
BJ'S  ,200726979,2019-08-13,2019-08-13,2019-08-13,153.14
ESSEX  corporation,100049079,2019-09-16,2019-09-16,2019-09-16,3482.88
WAL-MAR corporation,200769623,2019-09-25,2019-09-25,2019-09-25,50810.77
SAFEW us,200772595,2019-08-12,2019-08-12,2019-08-12,5310.29
WAL-MAR llc,200769623,2019-08-02,2019-08-02,2019-08-02,51170.65
DEC us,200416837,2020-02-14,2020-02-14,2020-02-14,4330.0
WAL-MAR in,200769623,2019-10-01,2019-10-01,2019-10-01,1247.12
US  corp,200515231,2019-05-20,2019-05-20,2019-05-20,47665.31
WAL-MAR in,200769623,2019-06-03,2019-06-03,2019-06-03,1328.25
SHOPPE us,140105785,2019-02-22,2019-02-22,2019-02-22,18714.24
COAS in,200337148,2019-03-19,2019-03-19,2019-03-19,3744.1
MCL corporation,200799367,2019-09-09,2019-09-09,2019-09-09,68975.74
PUBLI trust,200707822,2019-04-15,2019-04-15,2019-04-15,46190.82
WAKE foundation,200704858,2019-02-07,2019-02-07,2019-02-07,17275.0
SA corporation,200759878,2019-06-03,2019-06-03,2019-06-03,31016.57
DASA I co,100028450,2019-06-25,2019-06-25,2019-06-25,27168.75
H E BUT trust,200761734,2020-01-28,2020-01-28,2020-01-28,107600.84
DARDEN D trust,200229974,2019-11-25,2019-11-25,2019-11-25,14944.02
DECA co,200592182,2019-11-18,2019-11-18,2019-11-18,280.92
SA trust,200759878,2019-06-25,2019-06-25,2019-06-25,37488.97
COST us,200794332,2019-08-02,2019-08-02,2019-08-02,14724.04
COST ,200794332,2019-08-02,2019-08-02,,8793.09
WAL-MAR us,200769623,2019-04-08,2019-04-08,2019-04-08,15099.88
GLA in,200742521,2019-04-30,2019-04-30,2019-04-30,46505.42
COAS llc,200337148,2019-04-16,2019-04-16,2019-04-16,1164.08
MEIJ corp,200780383,2020-01-21,2020-01-21,2020-01-21,16014.09
KRAFT  corp,CCCA02,2019-05-31,2019-05-31,2019-05-31,13088.88
C&S WH us,200762301,2019-05-30,2019-05-30,2019-05-30,182589.41
WEGMAN trust,200711029,2019-04-11,2019-04-11,2019-04-11,44289.44
MEIJ ,200780383,2019-08-26,2019-08-26,2019-08-26,71472.78
SA corporation,200729942,2019-08-06,2019-08-06,2019-08-06,6847.04
WAL-MAR corp,200769623,2020-03-04,2020-03-04,2020-03-04,15303.86
AL corp,200739006,2020-01-13,2020-01-13,2020-01-13,21300.0
SUPERV associates,140103293,2020-01-30,2020-01-30,2020-01-30,19752.44
A & W F llc,140104229,2019-06-14,2019-06-14,2019-06-14,3075.3
JRD llc,200781803,2019-04-04,2019-04-04,2019-04-04,12368.35
WAL-MAR in,200769623,2020-02-10,2020-02-10,2020-02-10,878.49
TARG corporation,200744019,2019-08-30,2019-08-30,2019-08-30,129708.06
RESTA ,200974851,2019-04-25,2019-04-25,2019-04-25,4156.82
SA us,200729942,2019-03-13,2019-03-13,2019-03-13,4939.67
WAKE corp,200704858,2019-09-03,2019-09-03,2019-09-03,34326.72
WAL-MAR corp,200769623,2019-09-03,2019-09-03,,661.11
KROGER trust,200729290,2020-01-16,2020-01-16,2020-01-16,42655.8
COST foundation,200794332,2019-06-21,2019-06-21,2019-06-21,8041.59
SUPE llc,200936373,2019-08-30,2019-08-30,2019-08-30,11513.48
C&S WH foundation,200762301,2019-08-30,2019-08-30,,18800.22
KRAFT F trust,CCU013,2019-08-02,2019-08-02,2019-08-02,23095.4
WAL-MAR ,200769623,2019-12-05,2019-12-05,2019-12-05,51265.82
KRAFT  corp,CCCA02,2019-03-01,2019-03-01,2019-03-01,70952.0
DECA trust,200353024,2019-07-01,2019-07-01,2019-07-01,20011.3
COSTCO corporation,140104429,2019-01-25,2019-01-25,2019-01-25,50839.38
DEC in,200020431,2019-11-26,2019-11-26,2019-11-26,11066.85
KROGER trust,200752302,2019-02-27,2019-02-27,2019-02-27,72762.84
US  co,200357714,2019-04-12,2019-04-12,2019-04-12,15529.88
ASSOCIAT co,200772670,2019-09-30,2019-09-30,2019-09-30,39353.94
WAL-MAR co,200769623,2020-02-26,2020-02-26,2020-02-26,15206.41
WAL-M corp,140106408,2019-01-25,2019-01-25,2019-01-25,111298.75
DECA corporation,200230690,2019-10-01,2019-10-01,2019-10-01,21279.52
TARG ,200744019,2019-10-01,2019-10-01,,411.6
WAL-MAR in,200769623,2019-10-01,2019-10-01,,39551.52
DEC foundation,200803720,2019-10-01,2019-10-01,,49.56
DELHAIZE corp,100031704,2019-10-01,2019-10-01,,80941.51
NU corp,200129450,2019-12-03,2019-12-03,2019-12-03,51214.65
SO foundation,140104440,2019-04-05,2019-04-05,2019-04-05,254566.37
WAL-MAR associates,200769623,2019-09-27,2019-09-27,2019-09-27,26130.42
WAL-MAR foundation,200769623,2019-11-07,2019-11-07,2019-11-07,1237.33
DECA llc,200353024,2019-03-04,2019-03-04,2019-03-04,3182.42
CJR WH associates,100012991,2019-04-16,2019-04-16,2019-04-16,10126.03
DEC in,200020431,2019-02-13,2019-02-13,2019-02-13,8136.94
FAMILY us,200786288,2019-09-06,2019-09-06,2019-09-06,13060.5
DEMOU corporation,200793088,2019-04-30,2019-04-30,2019-04-30,15267.46
FAMILY ,200786288,2019-01-22,2019-01-22,2019-01-22,81023.52
AM systems,200418007,2019-01-22,2019-01-22,,22994.96
ASSOC G corporation,200782772,2019-01-22,2019-01-22,,89335.01
WAL-MAR trust,200769623,2019-07-19,2019-07-19,2019-07-19,23254.22
BJ'S  corporation,200726979,2020-02-10,2020-02-10,2020-02-10,238.51
TARG foundation,200744019,2019-04-10,2019-04-10,2019-04-10,12893.36
BJ'S  trust,200726979,2019-12-02,2019-12-02,2019-12-02,749.68
CO trust,200561861,2019-12-02,2019-12-02,,505.78
DECA foundation,200592182,2019-05-16,2019-05-16,2019-05-16,3276.62
MITCH in,200799342,2019-04-12,2019-04-12,2019-04-12,46007.5
WAL-MAR systems,200769623,2019-12-17,2019-12-17,2019-12-17,16534.91
WAL-MAR ,200769623,2019-10-24,2019-10-24,2019-10-24,38867.74
DOT trust,200705742,2019-06-07,2019-06-07,2019-06-07,28068.32
WAL-MAR corp,200769623,2019-06-28,2019-06-28,2019-06-28,1940.24
RESTA corporation,200974851,2019-09-24,2019-09-24,2019-09-24,259.7
BI MA corp,200784454,2020-02-26,2020-02-26,2020-02-26,9859.12
COST ,200794332,2019-05-10,2019-05-10,2019-05-10,8041.59
KROGER corp,200743123,2019-08-20,2019-08-20,2019-08-20,16895.18
C&S WH trust,200762301,2019-08-20,2019-08-20,,58935.67
C&S WH ,200762301,2019-07-30,2019-07-30,2019-07-30,139197.98
WAL-MAR associates,200769623,2019-06-04,2019-06-04,2019-06-04,61706.01
COST llc,200794332,2019-06-04,2019-06-04,,51407.61
WAL-MAR us,200769623,2019-06-04,2019-06-04,,2373.96
WAL-MAR trust,200769623,2019-06-04,2019-06-04,,7492.25
JETRO ,200833713,2019-02-26,2019-02-26,2019-02-26,31138.97
GORDON F corp,140105847,2019-08-12,2019-08-12,2019-08-12,8905.5
WAL-MAR associates,200769623,2019-08-12,2019-08-12,,7127.46
US  co,200789077,2019-12-23,2019-12-23,2019-12-23,44584.27
SA in,200759878,2019-10-16,2019-10-16,2019-10-16,72472.98
KRAFT F in,CCU013,2019-05-03,2019-05-03,2019-05-03,10454.4
KROGER ,200752302,2019-05-03,2019-05-03,,84786.8
WAL-MAR co,200769623,2019-04-25,2019-04-25,2019-04-25,15923.61
WAL-MAR llc,200769623,2019-04-25,2019-04-25,,22450.7
DELHAIZE llc,100031704,2019-04-25,2019-04-25,,1205.34
UPPER co,200708511,2019-04-25,2019-04-25,,21041.34
WEGMAN co,200711029,2020-02-19,2020-02-19,2020-02-19,37810.07
WAL-MAR associates,200769623,2019-09-10,2019-09-10,2019-09-10,73518.68
WAL-MAR systems,200769623,2019-06-18,2019-06-18,2019-06-18,2688.86
SYSC in,140105686,2019-08-15,2019-08-15,2019-08-15,46908.41
SYSCO F foundation,200763814,2019-08-15,2019-08-15,,7135.5
LOB ,140104409,2019-03-11,2019-03-11,2019-03-11,119514.75
C&S WH in,200762301,2019-03-11,2019-03-11,,26125.73
DEC ,200416837,2019-10-10,2019-10-10,2019-10-10,8464.05
CO llc,100057168,2019-11-29,2019-11-29,2019-11-29,91874.26
SYSC llc,200331749,2019-05-03,2019-05-03,2019-05-03,4283.6
WAL-MAR associates,200769623,2020-01-13,2020-01-13,2020-01-13,9041.32
H E BUT trust,200761734,2020-01-13,2020-01-13,,57421.89
WAL-MAR co,200769623,2019-11-20,2019-11-20,2019-11-20,30095.4
COST associates,200794332,2020-02-25,2020-02-25,2020-02-25,3957.18
SA associates,200759878,2020-01-21,2020-01-21,2020-01-21,29090.22
WAL-MAR systems,200769623,2020-01-21,2020-01-21,,661.11
C&S WH foundation,200762301,2020-01-21,2020-01-21,,18941.51
WAL-M corporation,140106408,2019-10-11,2019-10-11,2019-10-11,2130.99
WAL-MAR associates,200769623,2019-10-25,2019-10-25,2019-10-25,11868.33
WAL-MAR in,200769623,2019-02-14,2019-02-14,2019-02-14,4022.09
WAL-MAR co,200769623,2019-06-25,2019-06-25,2019-06-25,78308.69
ASSOCIAT trust,200772670,2019-06-25,2019-06-25,,62695.84
SUPE corporation,200936373,2019-07-25,2019-07-25,2019-07-25,15735.72
DEC ,200803720,2019-08-26,2019-08-26,2019-08-26,23467.5
HEINZ associates,CC6530,2020-02-27,2020-02-27,2020-02-27,18151.76
SYSCO  in,200714710,2019-06-11,2019-06-11,2019-06-11,6101.89
LOB us,140104409,2019-06-24,2019-06-24,2019-06-24,125055.56
SYSC associates,200331749,2020-02-24,2020-02-24,2020-02-24,25045.62
SA ,200759878,2019-08-21,2019-08-21,2019-08-21,41911.06
MONOGR in,100033394,2019-11-01,2019-11-01,2019-11-01,62248.0
SMITH'S co,200820380,2019-11-01,2019-11-01,,10672.33
TARG systems,200744019,2019-05-30,2019-05-30,2019-05-30,136544.85
RA in,200704045,2019-05-30,2019-05-30,,71007.87
KROGE trust,200776463,2019-05-30,2019-05-30,,71609.51
C&S WH foundation,200762301,2019-03-12,2019-03-12,2019-03-12,8525.32
MCL corp,200799367,2019-02-28,2019-02-28,2019-02-28,28693.03
SYSCO ,200900909,2019-05-14,2019-05-14,2019-05-14,3129.67
WAL-MAR ,200769623,2019-05-14,2019-05-14,,1177.05
ASSOCIAT associates,200772670,2020-02-25,2020-02-25,2020-02-25,5771.83
WALM corporation,100047799,2020-02-25,2020-02-25,,58838.4
RONALD ,140118168,2019-05-27,2019-05-27,2019-05-27,24960.0
WINC us,200706844,2020-02-03,2020-02-03,2020-02-03,40895.94
INGL corporation,200759082,2020-02-03,2020-02-03,,13293.72
WAL-MAR trust,200769623,2019-09-16,2019-09-16,2019-09-16,16368.58
DELHAIZE corp,100031704,2020-02-04,2020-02-04,2020-02-04,90791.47
